Time,Qobs,Qmhm,Qmhm_mat
9/15/1951 23:00,,24.88429543,
9/16/1951 23:00,,25.03214005,
9/17/1951 23:00,,26.55138879,
9/18/1951 23:00,,30.86221441,
9/19/1951 23:00,,36.5706865,
9/20/1951 23:00,,40.25365905,
9/21/1951 23:00,,44.8972918,
9/22/1951 23:00,,48.68421884,
9/23/1951 23:00,,49.6308317,
9/24/1951 23:00,,50.71128023,
9/25/1951 23:00,,51.59522003,
9/26/1951 23:00,,50.43542484,
9/27/1951 23:00,,49.00703342,
9/28/1951 23:00,,49.17951178,
9/29/1951 23:00,,51.15769335,
9/30/1951 23:00,,54.93651206,
10/1/1951 23:00,,59.33485335,
10/2/1951 23:00,,60.75872483,
10/3/1951 23:00,,58.90952912,
10/4/1951 23:00,,55.29391239,
10/5/1951 23:00,,52.53024468,
10/6/1951 23:00,,51.52745842,
10/7/1951 23:00,,54.53926916,
10/8/1951 23:00,,60.65858526,
10/9/1951 23:00,,66.13836872,
10/10/1951 23:00,,71.22414733,
10/11/1951 23:00,,72.13811734,
10/12/1951 23:00,,67.1116164,
10/13/1951 23:00,,62.84920675,
10/14/1951 23:00,,59.49554709,
10/15/1951 23:00,,56.55668422,
10/16/1951 23:00,,53.75291628,
10/17/1951 23:00,,52.10867593,
10/18/1951 23:00,,50.05402575,
10/19/1951 23:00,,48.08505198,
10/20/1951 23:00,,46.62308789,
10/21/1951 23:00,,44.58615927,
10/22/1951 23:00,,43.40670406,
10/23/1951 23:00,,43.13992208,
10/24/1951 23:00,,42.54944879,
10/25/1951 23:00,,42.06125622,
10/26/1951 23:00,,42.24479156,
10/27/1951 23:00,,43.68071962,
10/28/1951 23:00,,45.55678093,
10/29/1951 23:00,,46.90970184,
10/30/1951 23:00,,48.35643001,
10/31/1951 23:00,,50.43418233,
11/1/1951 23:00,,52.79573807,
11/2/1951 23:00,,53.43109564,
11/3/1951 23:00,,53.40396165,
11/4/1951 23:00,,53.17010848,
11/5/1951 23:00,,55.25448635,
11/6/1951 23:00,,60.69382052,
11/7/1951 23:00,,65.52268682,
11/8/1951 23:00,,70.52384109,
11/9/1951 23:00,,75.3089719,
11/10/1951 23:00,,78.67236098,
11/11/1951 23:00,,82.09872831,
11/12/1951 23:00,,83.76789264,
11/13/1951 23:00,,84.73434485,
11/14/1951 23:00,,85.00848694,
11/15/1951 23:00,,83.6137575,
11/16/1951 23:00,,86.90785902,
11/17/1951 23:00,,98.83651879,
11/18/1951 23:00,,110.0868282,
11/19/1951 23:00,,118.7628992,
11/20/1951 23:00,,127.5747624,
11/21/1951 23:00,,131.3829361,
11/22/1951 23:00,,127.0563664,
11/23/1951 23:00,,119.8791578,
11/24/1951 23:00,,113.2893438,
11/25/1951 23:00,,110.3532635,
11/26/1951 23:00,,114.1882185,
11/27/1951 23:00,,121.98102,
11/28/1951 23:00,,125.230923,
11/29/1951 23:00,,130.7049158,
11/30/1951 23:00,,146.1756948,
12/1/1951 23:00,,161.1813998,
12/2/1951 23:00,,166.9566994,
12/3/1951 23:00,,163.4535983,
12/4/1951 23:00,,156.0587704,
12/5/1951 23:00,,148.2753031,
12/6/1951 23:00,,140.9950226,
12/7/1951 23:00,,135.8528883,
12/8/1951 23:00,,132.586238,
12/9/1951 23:00,,130.5697373,
12/10/1951 23:00,,131.1739611,
12/11/1951 23:00,,133.5940677,
12/12/1951 23:00,,136.5694156,
12/13/1951 23:00,,142.5427107,
12/14/1951 23:00,,145.8526443,
12/15/1951 23:00,,142.4066363,
